plant_id,quantity,fuel_cost,plant_name,latitude,longitude,closest_gas_hub_symbol,distance_to_closest_gas_hub,closest_gas_hub_name,closest_gas_hub_lat,closest_gas_hub_lon,current_supplier_hub_symbol,distance_to_current_supplier,current_supplier__hub_name,current_supplier__hub_lat,current_supplier__hub_lon,current_supplier__Pvalue,dollar_saving_by_choosing_current_supplier,percent_saving_by_choosing_current_supplier
108,6662.0,4.868774542179525,Holcomb,37.9308,-100.9725,#NIDNDPMD,99.18451420490828,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWELPPD,693.0133876052212,El Paso Permian,31.9610749569,-103.129344009,0.007566868793219328,0.4,13.0
165,1839170.0,6.652,GREC,36.190278,-95.2894,#NIENGPLD,356.3200573768306,NGPL Texok zone,33.116534091,-94.2033229871,#NIDNDPMD,441.6323087287957,NGPL Midcontinent,37.5860701365,-99.9332808651,0.05292949452996254,0.02,0.0
1239,967659.0,7.5729999999999995,Riverton,37.072616,-94.6987,#NIDMARKD,353.60926301746946,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIENGPLD,442.6920958461855,NGPL Texok zone,33.116534091,-94.2033229871,0.00023319126921705902,0.09,2.0
1240,92760.0,3.971,Gordon Evans Energy Center,37.7903,-97.52167,#NIDMARKD,195.12951576647387,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,213.65203321237658,NGPL Midcontinent,37.5860701365,-99.9332808651,7.906433165771887e-05,0.11,3.0
1248,29060.0,4.198,Hutchinson Energy Center,38.0906,-97.87472,#NIDNDPMD,189.4858612925,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIDNDPMD,189.4858612925,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0020914962515234947,0.0,0.0
1250,38558.0,3.15,Lawrence Energy Center,39.0072,-95.26917,#NIDMARKD,181.3897444911147,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,437.0437380259098,NGPL Midcontinent,37.5860701365,-99.9332808651,8.457927469862625e-05,0.11,3.0
1305,1356.0,7.936999999999999,McPherson 2,38.363411,-97.68335,#NIDMARKD,135.040155989217,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,215.55650836263712,NGPL Midcontinent,37.5860701365,-99.9332808651,0.00652202358469367,0.11,2.0
1336,27969.0,6.170523186384925,Garden City,37.9703,-100.8956,#NIDNDPMD,94.8597916085378,NGPL Midcontinent,37.5860701365,-99.9332808651,#NIWELPPD,699.2242144669739,El Paso Permian,31.9610749569,-103.129344009,0.028689874336123466,0.4,12.0
1417,13091.0,3.521398441677488,Lieberman,32.7047,-93.9597,#NIENGPLD,51.18734190902733,NGPL Texok zone,33.116534091,-94.2033229871,#NISAGUAD,654.595873982639,Agua Dulce,27.7488987587,-97.6254036216,0.030627118423581123,0.06,2.0
2079,179764.0,4.171,Hawthorn,39.1306,-94.4778,#NIDMARKD,243.8474952627425,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,506.1962761885561,NGPL Midcontinent,37.5860701365,-99.9332808651,0.01083606667816639,0.11,4.0
2098,156464.0,3.1260000000000003,Lake Road (MO),39.7246,-94.8773,#NIDMARKD,205.58894382669146,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,499.7387807613439,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0003820976708084345,0.11,4.0
2161,38658.0,3.4210000000000003,James River Power Station,37.108611,-93.26194,#NIDMARKD,441.27327598627403,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,592.647186639257,NGPL Midcontinent,37.5860701365,-99.9332808651,3.9051930798450485e-05,0.11,3.0
2277,2303.0,7.355,Sheldon,40.5589,-96.7847,#NIDMARKD,121.3973223874944,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,428.37340606553414,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0448349304497242,0.11,2.0
2291,11925.0,5.601855345911949,North Omaha,41.32909,-95.94466,#NIDMARKD,229.13899150474512,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,539.4383048903939,NGPL Midcontinent,37.5860701365,-99.9332808651,0.11055483669042587,0.11,3.0
2292,85112.0,3.755,Sarpy County,41.170594,-95.9706,#NIDMARKD,212.8318517063766,Northern Natural Demarc,39.5314213619,-97.2620816888,#NIDNDPMD,524.7426358711706,NGPL Midcontinent,37.5860701365,-99.9332808651,0.0008946345187723637,0.11,3.0
2446,673012.0,4.195,Maddox,32.714224,-103.3015,#NIWELPPD,85.38940552433445,El Paso Permian,31.9610749569,-103.129344009,#NIWWAHAD,126.48264854740417,Waha,31.5819732588,-103.189521718,0.0005552450893446803,0.11,5.0
2454,1264095.0,4.195,Cunningham,32.7131,-103.3533,#NIWELPPD,86.32438736374871,El Paso Permian,31.9610749569,-103.129344009,#NIWWAHAD,126.85905519509576,Waha,31.5819732588,-103.189521718,0.0005192776443436742,0.11,5.0
2952,919249.0,5.031000000000001,Muskogee,35.76135,-95.28732,#NIENGPLD,310.77771784722955,NGPL Texok zone,33.116534091,-94.2033229871,#NIDNDPMD,461.7949713139083,NGPL Midcontinent,37.5860701365,-99.9332808651,8.356705620826688e-06,0.02,0.0
